İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Ada,Parsel,Fiyat,Location,İlan linki,Eşya Durumu,Takas,Depozito,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Aidat,WC Sayısı,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?,Enerji Kimlik Belgesi,Salon Metrekare,WC Metrekare
19297798,21 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-karatay-fetih-19297798,,,,,,,,,,,,,,,,
19297259,05 Mayıs 2026,Konut,Kiralık,Daire,115 m²,130 m²,3+1,16-20,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/selcuklu-mehmet-akifte-31-kiralik-ayri-mutfak-otoparkli-19297259,,Yok,24000 TL,,,,,,,,,,,,,
19294689,10 Mayıs 2026,Konut,Kiralık,Daire,145 m²,160 m²,3+1,21 Ve Üzeri,2.Kat,10,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/konya-merkez-enntepe-yakini-kiralik-bakimli-daire-19294689,,Yok,,,,,,,,,,,,,,
19294615,06 Mayıs 2026,Konut,Kiralık,Daire,115 m²,140 m²,3+1,21 Ve Üzeri,6.Kat,6,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/adliye-ve-sehir-hastahanesi-yakini-site-ici-31-kiralik-daire-19294615,,Yok,,,,,,,,,,,,,,
19292841,27 Nisan 2026,Konut,Kiralık,Daire,100 m²,125 m²,2+1,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,15393,9,21.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kiralik-selahaddin-eyyubi-mahallesi-19292841,,,,Var,,,,,Sıfır,Betonarme,,,Hayır,,,
19292143,21 Mayıs 2026,Konut,Kiralık,Daire,110 m²,130 m²,2+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,17.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/meliksah-parki-karsisinda-bakimli-genis-21-daire-19292143,,Yok,500 TL,,,,10 TL,,,,,,,,,
19289984,20 Mayıs 2026,Konut,Kiralık,Daire,100 m²,125 m²,3+1,3,1.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,19852,5,27.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yasin-aytap-tan-sille-cd-uzeri-harika-konumda-kiralik-daire-19289984,Boş,Yok,,,,,,,,,,,,,,
19289798,05 Mayıs 2026,Konut,Kiralık,Daire,110 m²,125 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,16.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/nisantasi-mah-ihsaniye-bolgesi-kiralik-arakat-21-daire-19289798,Boş,Yok,,,,,,,,,,,,,,
19289796,05 Mayıs 2026,Konut,Kiralık,Daire,45 m²,60 m²,1+1,11-15,1.Kat,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,10.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/godene-toki-arakat-11-kiralik-daire-19289796,Boş,Yok,,,,,,,,,,,,,,
19289565,25 Nisan 2026,Konut,Kiralık,Daire,120 m²,160 m²,3+1,4,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,29.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sehir-hastanesi-karsisinda-31-arakat-genis-daire-19289565,,Yok,500 TL,,,,100 TL,,,,,,,,,
19288930,22 Mayıs 2026,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,Kot 4 (-4).Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Birim Fiyat,764,5,14.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/aksehir-anit-ta-carsi-merkezinde-21-daire-19288930,,,,,,,,,,,,,,,,
19288887,05 Mayıs 2026,Konut,Kiralık,Daire,75 m²,90 m²,2+1,21 Ve Üzeri,Bahçe Katı,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,21.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/mustafa-kara-dan-konya-lisesi-civari-kiralik-esyali-daire-19288887,Eşyalı,Yok,,,,,,,,,,,,,,
19288819,05 Mayıs 2026,Konut,Kiralık,Daire,170 m²,190 m²,3+1,11-15,3.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,30.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/h-celebi-mahallesi-3-170-m-net-site-ici-kiralik-daire-19288819,Boş,Yok,,,,,,,,,,,,,,
19287187,05 Mayıs 2026,Konut,Kiralık,Daire,125 m²,145 m²,2+1,16-20,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,2840,136,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/aydinlikevler-mah-isyapar-gayrimenkulden-21-genis-kiralik-daire-19287187,Boş,,,Var,1,,,2,İkinci El,Betonarme,,,,,,
19285785,26 Mayıs 2026,Konut,Kiralık,Daire,71 m²,81 m²,2+0,0 (Yeni),3.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,3,23,19.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-meydan-mahallesi-carsi-merkezde-sifir-kiralik-20-daire-19285785,,,,,,,,,,,,,,,,
19285263,05 Mayıs 2026,Konut,Kiralık,Daire,145 m²,160 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1010,470,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/dagli-emlaktan-19285263,Eşyalı,Yok,10000 TL,Var,2,"Açık Balkon, Kapalı Balkon",75 TL,2,İkinci El,Betonarme,20 m²,15 m²,,,25 m²,9 m²
19284787,05 Mayıs 2026,Konut,Kiralık,Daire,200 m²,220 m²,4+1,5-10,6.Kat,10,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,40.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/sefikcanda-kiralik-41-200-m2-arakat-daire-19284787,,Yok,,,,,1300 TL,,,,,,,,,
19283955,23 Mayıs 2026,Konut,Kiralık,Daire,125 m²,145 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,17.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ihsaniyede-kiralik-31-daire-19283955,,Yok,,,,,,,,,,,,,,
19283937,14 Mayıs 2026,Konut,Kiralık,Daire,150 m²,180 m²,3+1,16-20,2.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,15093,3,28.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/guven-emlak-guvencesile-kiralik-31daire-19283937,,,30000 TL,Var,2,,500 TL,,,,,,,A Sınıfı,,
19283855,23 Mayıs 2026,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/akabe-sitelerinde-kiralik-daire-19283855,,Yok,,,,,200 TL,,,,,,,,,
19283821,05 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-beyhekim-mah-esyali-studyo-genis-11-daire-19283821,,Yok,,,,,,,,,,,,,,
19283677,26 Mayıs 2026,Konut,Kiralık,Daire,145 m²,155 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,828,1,14.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-kosuyolu-civarinda-kiralik-genis-31-daire-19283677,,,,,,,,,,,,,,,,
19283419,26 Mayıs 2026,Konut,Kiralık,Daire,145 m²,155 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,656,10,13.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-kosuyolu-civarinda-ara-kat-2-kat-kiralik-genis-31-daire-19283419,,,,,,,,,,,,,,,,
19281867,22 Mayıs 2026,Konut,Kiralık,Daire,125 m²,155 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,21.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/talha-tozduman-dan-karaman-yolu-yani-31-3cepheli-kiralik-daire-19281867,,Yok,,,,,350 TL,,,,,,,,,
19281186,23 Mayıs 2026,Konut,Kiralık,Daire,85 m²,120 m²,2+0,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,716,45,19.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/rota-dan-kiralik-gazi-mahallesinde-20-daire-19281186,,,,Var,2,,,,,,,,,,,
19280304,22 Mayıs 2026,Konut,Kiralık,Daire,175 m²,205 m²,4+1,11-15,11.Kat,12,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,35.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/gazze-caddesi-meram-dorukkent-konutlari-41-arakat-kiralik-daire-19280304,,Yok,,,,,,,,,,,,,,
19279733,22 Mayıs 2026,Konut,Kiralık,Daire,115 m²,145 m²,3+1,0 (Yeni),2.Kat,6,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,30.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/karatay-gaziosmanpasa-mah-kiralik-31-sifir-daire-19279733,,Yok,,,,,,,,,,,,,,
19279549,05 Mayıs 2026,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,14.500TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/sehir-merkezinde-21-esyali-kiralik-daire-19279549,,Yok,14500 TL,,,,200 TL,,,,,,,,,
19279141,05 Mayıs 2026,Konut,Kiralık,Daire,100 m²,120 m²,2+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/azizhan-dan-meliksah-mahallesinde-21-kiralik-daire-19279141,Boş,Yok,,,,,,,,,,,,,,
19278238,05 Mayıs 2026,Konut,Kiralık,Daire,60 m²,70 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/safak-cad-tranway-duragi-yani-11-esyasiz-daire-19278238,Boş,Yok,,,,,,,,,,,,,,
19277894,05 Mayıs 2026,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,16.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mahallesinde-kiralik-daire-19277894,Boş,Yok,,,,,,,,,,,,,,
19277242,05 Mayıs 2026,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,17.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ozlem-yardimci-dan-kosova-mah-de-esyali-kiralik-11-daire-19277242,Eşyalı,Yok,,,,,,,,,,,,,,
19276580,23 Mayıs 2026,Konut,Kiralık,Daire,153 m²,200 m²,4+1,0 (Yeni),5.Kat,5,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,2,Genel Fiyat,,,60.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/tual-mabeyin-konutlarinda-ultra-lux-kiralik-41-genis-akilli-daire-19276580,,,,,,,,,,,,,,,,
19276266,30 Mayıs 2026,Konut,Kiralık,Daire,110 m²,125 m²,3+1,21 Ve Üzeri,1.Kat,3,Sobalı,Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,9.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/hayal-emlak-tan-istasyon-mahallesinde-kiralik-daire-19276266,,Yok,9000 TL,Var,2,Açık Balkon,,2,,,,,,Yok,,
19275463,23 Mayıs 2026,Konut,Kiralık,Daire,72 m²,85 m²,2+0,0 (Yeni),Yüksek Giriş,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,1690,6,18.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/rota-dan-kiralik-gazi-mahallesinde-20-daire-19275463,,,,Var,1,Açık Balkon,,,,,,,,,,
19274791,05 Mayıs 2026,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,16.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mahallesinde-kiralik-daire-19274791,,Yok,16000 TL,,,,800 TL,,,,,,,,,
19273971,05 Mayıs 2026,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,2781,234,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/fatih-mahallesi-31-19273971,,,,Var,2,"Açık Balkon, Kapalı Balkon",,,,,,,,,,
19273811,05 Mayıs 2026,Konut,Kiralık,Daire,125 m²,150 m²,3+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/emin-gyo-kiraliyorr-genis-31-kiralik-daire-19273811,Boş,Yok,,,,,,,,,,,,,,
19272683,21 Mayıs 2026,Konut,Kiralık,Daire,40 m²,47 m²,1+1,3,1.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/11-esyali-hastane-bolgesinde-ayten-suitte-kiralik-daire-19272683,,Yok,18000 TL,,,,300 TL,,,,,,,,,
19271562,05 Mayıs 2026,Konut,Kiralık,Daire,50 m²,55 m²,Stüdyo,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Genel Fiyat,,,10.000TL,Konya - Sarayönü ,https://www.emlakjet.com/ilan/carsi-merkezde-mobilyali-kiralik-studyo-daire-19271562,,Yok,10000 TL,,,,0 TL,,,,,,,,,
19271538,05 Mayıs 2026,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,2.Kat,7,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,2355,5,11.000TL,Konya - Ereğli ,https://www.emlakjet.com/ilan/kiralik-atakent-mah-waw-suitte-2-nci-katta-full-esyali-11-daire-19271538,,,,,,,,,,,,,,,,
19270128,05 Mayıs 2026,Konut,Kiralık,Daire,90 m²,125 m²,2+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,31681,9,16.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/karatay-karaaslan-mah-kiralik-21-arakat-daire-19270128,,,,,,,,,,,,,,,,
19270089,26 Mayıs 2026,Konut,Kiralık,Daire,110 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,14762,1,26.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/emrah-ciftci-den-selcuklu-binkonutlar-mah-otogar-yani-esyali-31-kiralik-daire-19270089,,,,,,,,,,,,,,,,
19269769,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,135 m²,3+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/veysel-karani-caddesi-uzeri-31-b-kombili-kiralik-daire-19269769,Boş,Yok,,,,,,,,,,,,,,
19269658,26 Mayıs 2026,Konut,Kiralık,Daire,185 m²,200 m²,4+1,0 (Yeni),Yüksek Giriş,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,1714,30.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-yarenler-kapali-pazar-civari-bireysel-garajli-kiralik-sifir-41-daire-19269658,,,,,,,,,,,,,,,,
19269561,26 Mayıs 2026,Konut,Kiralık,Daire,118 m²,128 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1848,1,10.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-carsi-merkez-stadyum-civarinda-dogalgazli-kiralik-21-daire-19269561,,,,,,,,,,,,,,,,
19268835,05 Mayıs 2026,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,11,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,24.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/selcuklu-baris-cad-karsisi-31-arakat-bakimli-kiralik-daire-19268835,Boş,Yok,,,,,,,,,,,,,,
19266914,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,145 m²,2+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/stadyum-yan-tarafinda-kendine-ait-bahcesi-olan-kiralik-21-daire-19266914,,Yok,,,,,,,,,,,,,,
19265975,05 Mayıs 2026,Konut,Kiralık,Daire,160 m²,180 m²,4.5+1,11-15,5.Kat,14,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,37.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ecdat-p-manzarali-gesa-park-dakiralik41giyinme-odali-daire-19265975,Boş,Yok,,,,,,,,,,,,,,
19265587,25 Mayıs 2026,Konut,Kiralık,Daire,136 m²,147 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1209,37,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-yarenler-kapali-pazar-civarinda-esyali-2-kat-kiralik-31-daire-19265587,,,,,,,,,,,,,,,,
19264834,05 Mayıs 2026,Konut,Kiralık,Daire,55 m²,65 m²,1+1,2,4.Kat,5,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,Genel Fiyat,,,20.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sehir-hastanesi-adliye-yakini-memura-kiralik-11-esyali-daire-19264834,Eşyalı,Yok,,,,,,,,,,,,,,
19263542,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,150 m²,3+1,4,2.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor,Kat İrtifakı,Evet,1,Genel Fiyat,,,28.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/adliye-kto-ve-sehir-hastanesi-yakini-31-arakat-kiralik-daire-19263542,Boş,Yok,,,,,,,,,,,,,,
19262234,05 Mayıs 2026,Konut,Kiralık,Daire,90 m²,110 m²,2+1,4,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,18.500TL,Konya - Karatay ,https://www.emlakjet.com/ilan/ozlem-yardimci-dan-karaaslan-mah-de-kiralik-21-daire-19262234,Boş,Yok,,,,,,,,,,,,,,
19261576,05 Mayıs 2026,Konut,Kiralık,Daire,75 m²,85 m²,2+1,5-10,6.Kat,6,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,2591,3,10.000TL,Konya - Ereğli ,https://www.emlakjet.com/ilan/konya-eregli-2-nci-etap-toki-19261576,,,,,,,,,,,,,,,,
19260249,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,145 m²,2+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/stadyum-yan-tarafinda-kendine-ait-bahcesi-olan-kiralik-21-daire-19260249,Boş,Yok,,,,,,,,,,,,,,
19260180,05 Mayıs 2026,Konut,Kiralık,Daire,50 m²,60 m²,1+1,3,Çatı Katı,13,Merkezi (Pay Ölçer),Boş,Bilinmiyor,Evet,1,Genel Fiyat,,,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yonetcell-den-hemdem-saray-evlerinde-cati-kati-kiralik-11-daire-19260180,Boş,Yok,,,,,,,,,,,,,,
19259563,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/soylu-gayrimenkul-den-kiralik-sefikcan-in-gobeginde-31-daire-19259563,Boş,Yok,,,,,,,,,,,,,,
19259403,21 Mayıs 2026,Konut,Kiralık,Daire,60 m²,70 m²,1+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,190,2,17.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/nasreddinden-yeni-hastane-civari-kiralik-11-sifir-daire-19259403,,,,,,,,,,,,,,,,
19254685,16 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,5-10,4.Kat,4,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,17606,15,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/tezcan-dan-kosava-da-caddeye-yakin-11-esyali-daire-19254685,Eşyalı,Yok,,,,,,,,,,,,,,
19252076,15 Mayıs 2026,Konut,Kiralık,Daire,110 m²,160 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,26.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/parsana-mah-kiralik-31-arakat-daire-19252076,,Yok,,,,,,,,,,,,,,
19250179,05 Mayıs 2026,Konut,Kiralık,Daire,80 m²,120 m²,2+1,1,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/kocalardan-sehir-hastanesi-adliye-yeni-emniyet-karsi-21-daire-19250179,Boş,Yok,,,,,,,,,,,,,,
19249723,05 Mayıs 2026,Konut,Kiralık,Daire,109 m²,120 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,49,10,16.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/uca-dan-carsi-merkez-de-kiralik-daire-19249723,,,16000 TL,,,,,,,,,,,,,
19249396,21 Mayıs 2026,Konut,Kiralık,Daire,150 m²,170 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,23.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-karatay-sariyakup-19249396,,,,,,,,,,,,,,,,
19247697,05 Mayıs 2026,Konut,Kiralık,Daire,135 m²,160 m²,3+1,16-20,5.Kat,6,Kombi Doğalgaz,Boş,Bilinmiyor,Evet,2,Genel Fiyat,25010,2,23.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/fetih-cd-uzeri-site-icinde-genis-31-ara-kat-aileye-uygun-19247697,,,,,,,,,,,,,,,,
19247203,05 Mayıs 2026,Konut,Kiralık,Daire,200 m²,250 m²,5+1,16-20,10.Kat,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,32.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-mah-baris-cad-real-karsisi-51-dupleks-kiralik-daire-19247203,Boş,Yok,,,,,,,,,,,,,,
19246495,15 Mayıs 2026,Konut,Kiralık,Daire,120 m²,130 m²,2+1,16-20,6.Kat,9,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,19.250TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-ici-ful-yapili-21-ara-kat-kombili-daire-19246495,,Yok,,,,,,,,,,,,,,
19246091,05 Mayıs 2026,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,48,1,23.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/birim-kiraliyor-carsi-merkezde-esyali-19246091,Eşyalı,Yok,,Var,1,,,1,İkinci El,Betonarme,,,,,,
19245497,16 Mayıs 2026,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/havzanda-kiralik-21-daire-19245497,,Yok,,,,,,,,,,,,,,
19243942,16 Mayıs 2026,Konut,Kiralık,Daire,110 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/seyh-samil-mah-sukriye-onsun-okulu-yaninda-31-arakat-kiralik-19243942,,Yok,,,,,,,,,,,,,,
