İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Ada,Parsel,Fiyat,Location,İlan linki,Eşya Durumu,Takas,Depozito,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Aidat,WC Sayısı,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?,Enerji Kimlik Belgesi,Salon Metrekare,WC Metrekare
19422809,30 Mayıs 2026,Konut,Kiralık,Daire,110 m²,155 m²,3+1,3,2.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,30734,3,28.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/karaca-dan-erenler-mahallesi-31-kiralik-ara-kat-daire-19422809,,,,,,,,,,,,,,,,
19422509,30 Mayıs 2026,Konut,Kiralık,Daire,130 m²,155 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/isiklar-mah-yegenoglu-cad-31-kombili-kiralik-daire-19422509,Boş,Yok,,,,,,,,,,,,,,
19421287,29 Mayıs 2026,Konut,Kiralık,Daire,145 m²,165 m²,3+1,16-20,6.Kat,6,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,23.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/babi-emlaktan-kiralik-31-daire-site-ici-bakimli-19421287,Boş,Yok,,,,,,,,,,,,,,
19421112,29 Mayıs 2026,Konut,Kiralık,Daire,145 m²,180 m²,3+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,25.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/zirve-emlak-kiraliyorr-yarenler-31-180m2-4-kat-asansorlu-daire-19421112,Boş,Yok,,,,,,,,,,,,,,
19421074,29 Mayıs 2026,Konut,Kiralık,Daire,90 m²,100 m²,2+1,3,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/kucukkum-kopru-cd-sehir-hastanesi-yakini-kiralik-21-daire-19421074,Boş,Yok,,,,,,,,,,,,,,
19419955,28 Mayıs 2026,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,5.Kat,9,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ugur-emlak-tan-mesaj-cad-uzeri-kismi-esyali-31-kiralik-daire-19419955,Eşyalı,Yok,,,,,,,,,,,,,,
19419435,28 Mayıs 2026,Konut,Kiralık,Daire,110 m²,135 m²,2+1,1,4.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/joy-gayrimenkul-den-kiralik-lux-daire-19419435,Boş,Yok,,,,,,,,,,,,,,
19418268,27 Mayıs 2026,Konut,Kiralık,Daire,180 m²,200 m²,4+1,5-10,8.Kat,16,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,42.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yenikent-prestij-konutlarinda-kiralik-bakimli-41-daire-19418268,Boş,Yok,,,,,,,,,,,,,,
19418254,27 Mayıs 2026,Konut,Kiralık,Daire,95 m²,125 m²,2+1,0 (Yeni),1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ozel-anadolu-gelisim-okullari-civari-21-esyali-daire-19418254,Boş,Yok,,,,,,,,,,,,,,
19417775,27 Mayıs 2026,Konut,Kiralık,Daire,20 m²,40 m²,Stüdyo,0 (Yeni),Düz Giriş (Zemin),4,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,20.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sehir-hastanesi-yakini-esyali-kiralik-studyo-daire-0-yas-19417775,Eşyalı,Yok,,,,,,,,,,,,,,
19417149,27 Mayıs 2026,Konut,Kiralık,Daire,50 m²,60 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,497,583,17.500TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/hastane-bolgesinde-kiralik-11-sifir-daire-sifir-esyali-19417149,Eşyalı,,17500 TL,Var,1,Açık Balkon,,,,,,,,,,
19416929,26 Mayıs 2026,Konut,Kiralık,Daire,85 m²,110 m²,2+1,11-15,3.Kat,6,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,22.500TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sarayli-dan-karatay-aksarnic-evleri-kiralik-ara-kat-21-daire-19416929,Boş,Yok,,,,,,,,,,,,,,
19417679,27 Mayıs 2026,Konut,Kiralık,Daire,155 m²,170 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/senoldan-meram-alavardi-da-kiralik-31-arakat-daire-19417679,Boş,Yok,,,,,,,,,,,,,,
19417677,27 Mayıs 2026,Konut,Kiralık,Daire,80 m²,100 m²,2+1,11-15,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,26.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/selcuklu-bak-yapida-kiralik-ful-esyali-21-daire-19417677,Eşyalı,Yok,,,,,,,,,,,,,,
19417674,27 Mayıs 2026,Konut,Kiralık,Daire,145 m²,165 m²,3+1,11-15,4.Kat,7,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,20.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/senoldan-godene-tokide-kiralik-31-arakat-daire-19417674,Boş,Yok,,,,,,,,,,,,,,
19416636,26 Mayıs 2026,Konut,Kiralık,Daire,49 m²,50 m²,1 Oda,11-15,7.Kat,7,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,Genel Fiyat,32189,4,10.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kiralik-esyali-19416636,Eşyalı,,0 TL,,,,0 TL,1,,,,,,,,
19416014,26 Mayıs 2026,Konut,Kiralık,Daire,105 m²,130 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,515,97,18.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/meram-askan-mahallesinde-kiralik-21-dublex-daire-yeni-boyanmis-19416014,,,,,,,,,,,,,,,,
19415110,27 Mayıs 2026,Konut,Kiralık,Daire,120 m²,170 m²,3+1,21 Ve Üzeri,2.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,22652,1,23.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/haciveyiszade-mh-tranvay-hattina-cephe-arakat-31-dairemiz-kiralik-19415110,,,,Var,,,650 TL,,,,,,,,,
19414248,25 Mayıs 2026,Konut,Kiralık,Daire,180 m²,201 m²,4+1,16-20,5.Kat,10,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,35.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/talha-tozduman-dan-beyhekim-mah-azra-tatil-koyu-41-daire-19414248,,Yok,,,,,2300 TL,,,,,,,,,
19413577,26 Mayıs 2026,Konut,Kiralık,Daire,180 m²,220 m²,4+1,5-10,Düz Giriş (Zemin),7,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,29396,1,45.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/emrah-ciftci-den-selcuklu-yazir-panorama-evleri-kiralik-41-bakimli-luks-daire-19413577,,,,,,,,,,,,,,,,
19411420,24 Mayıs 2026,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Birim Fiyat,13394,24,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/binkonutlarda-kiralik-daire-31-bireysel-19411420,Boş,Yok,,Var,2,Açık Balkon,50 TL,2,İkinci El,Betonarme,3 m²,6 m²,Hayır,Yok,,
19410825,25 Mayıs 2026,Konut,Kiralık,Daire,55 m²,75 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,Birim Fiyat,18001,2,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mh-ronesans-suit-sitesinde-11-esyali-kiralik-daire-19410825,Eşyalı,Yok,20000 TL,Var,1,Açık Balkon,1000 TL,1,İkinci El,Betonarme,,,,C Sınıfı,,
19410787,24 Mayıs 2026,Konut,Kiralık,Daire,80 m²,100 m²,2+1,1,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,1715,4,22.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/tuncez-gm-yarenler-mahal-perada-2-kat-21-kiralik-daire-19410787,,,,Var,2,Kapalı Balkon,,,,,,,,,,
19410229,24 Mayıs 2026,Konut,Kiralık,Daire,120 m²,196 m²,3+1,1,5.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,26.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/aydin-satiyor-dan-altiyola-yakin-genis-ferah-yeni-31-daire-19410229,Boş,Yok,,,,,,,,,,,,,,
19409603,24 Mayıs 2026,Konut,Kiralık,Daire,115 m²,125 m²,3+1,16-20,3.Kat,9,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/bosna-hersek-te-pazara-yakin-31-115m-kiralik-daire-19409603,Boş,Yok,,,,,,,,,,,,,,
19409602,24 Mayıs 2026,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,4.Kat,11,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,33.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-merkezde-site-ici-31-kiralik-daire-19409602,Boş,Yok,,,,,,,,,,,,,,
19409533,24 Mayıs 2026,Konut,Kiralık,Daire,130 m²,135 m²,3+1,5-10,4.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,22.500TL,Konya - Karatay ,https://www.emlakjet.com/ilan/akhuyuk-siteleri-130m2-31-kiralik-daire-19409533,Boş,Yok,,,,,,,,,,,,,,
19409453,24 Mayıs 2026,Konut,Kiralık,Daire,55 m²,75 m²,1+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,19.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ozlem-yardimci-dan-kosova-mah-de-esyali-kiralik-11-daire-19409453,Eşyalı,Yok,,,,,,,,,,,,,,
19408707,23 Mayıs 2026,Konut,Kiralık,Daire,100 m²,120 m²,2+1,4,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,57,18,14.000TL,Konya - Cihanbeyli ,https://www.emlakjet.com/ilan/cihanbeyli-kiralik-daire-merkez-19408707,,,,,,,,,,,,,,,,
19408505,23 Mayıs 2026,Konut,Kiralık,Daire,40 m²,50 m²,1+1,2,3.Kat,3,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,1756,1,17.000TL,Konya - Ereğli ,https://www.emlakjet.com/ilan/merkezi-konumda-daire-19408505,,,17500 TL,,,,200 TL,,,,,,,A Sınıfı,,
19407516,29 Mayıs 2026,Konut,Kiralık,Daire,80 m²,100 m²,2+1,3,1.Kat,4,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,44632,1,24.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/konya-selcuklu-ardicli-toki-esyali-21-kiralik-19407516,Eşyalı,Yok,,Var,1,Kapalı Balkon,1100 TL,1,İkinci El,Betonarme,8 m²,6 m²,Hayır,,20 m²,6 m²
19407343,23 Mayıs 2026,Konut,Kiralık,Daire,130 m²,165 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/selahattin-eyyubi-mah-yelda-camii-karsisi-kiralik-daire-19407343,,Yok,,,,,,,,,,,,,,
19404263,22 Mayıs 2026,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,21.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/emin-gyo-dan-hanaybasinda-sehir-koleji-karsisi-31-kiralik-daire-19404263,,Yok,,,,,0 TL,,,,,,,,,
19403969,22 Mayıs 2026,Konut,Kiralık,Daire,80 m²,110 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,17.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/enes-acur-dan-kosova-mah-kiralik-esyali-21-arakat-daire-19403969,Eşyalı,Yok,,,,,,,,,,,,,,
19401519,26 Mayıs 2026,Konut,Kiralık,Daire,47 m²,57 m²,1+1,11-15,3.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1157,139,21.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-carsi-merkezde-esyali-tum-faturalar-dahil-kiralik-11-daire-19401519,,,,,,,,,,,,,,,,
19401387,22 Mayıs 2026,Konut,Kiralık,Daire,135 m²,155 m²,3+1,21 Ve Üzeri,Yüksek Giriş,7,Merkezi Doğalgaz,Boş,Yabancıdan,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-karatay-fetih-19401387,,,,,,,,,,,,,,,,
19401313,26 Mayıs 2026,Konut,Kiralık,Daire,80 m²,90 m²,2+1,1,1.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,282,3,19.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/elit-emlak-tan-kiralik-yeni-bina-21mutfak-dogalgazli-1-ci-kat-asansor-19401313,,,,,,,,,,,,,,,,
19401291,22 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,404,49,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ihsaniye-kiralik-daire-19401291,,,,,,,,,,,,,,,,
19401239,22 Mayıs 2026,Konut,Kiralık,Daire,85 m²,95 m²,2+1,16-20,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Birim Fiyat,28830,3,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/hacikaymak-mahallesi-sunay-apartman-kiralik-uhde-insaat-ve-emlak-dan-19401239,,,,,,,350 TL,,,,,,,,,
19400845,22 Mayıs 2026,Konut,Kiralık,Daire,140 m²,160 m²,3+1,21 Ve Üzeri,7.Kat,7,Merkezi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-selcuklu-bedir-19400845,,,,,,,,,,,,,,,,
19400394,22 Mayıs 2026,Konut,Kiralık,Daire,135 m²,160 m²,3+1,0 (Yeni),6.Kat,6,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Evet,1,Genel Fiyat,,,32.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/yasamevler-de-kiralik-31-sifir-daire-19400394,Boş,Yok,,,,,,,,,,,,,,
19400379,22 Mayıs 2026,Konut,Kiralık,Daire,115 m²,120 m²,3+1,16-20,8.Kat,10,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/bosna-merkezde-kiralik-31-daire-8-kat-115m-19400379,Boş,Yok,,,,,,,,,,,,,,
19398616,26 Mayıs 2026,Konut,Kiralık,Daire,165 m²,175 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1659,16,17.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-lisesi-karsisinda-komple-bakimli-dogalgazli-2-kat-kiralik-genis-31-daire-19398616,,,,,,,,,,,,,,,,
19398135,23 Mayıs 2026,Konut,Kiralık,Daire,165 m²,210 m²,3+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/genis-site-ici-arakat-31-kiralik-daire-19398135,,Yok,,,,,,,,,,,,,,
19397728,21 Mayıs 2026,Konut,Kiralık,Daire,130 m²,160 m²,3+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,16636,3,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-112-karsisi-kiralik-31-yuksek-zemin-daire-19397728,,,,,,,,,,,,,,,,
19396977,21 Mayıs 2026,Konut,Kiralık,Daire,120 m²,160 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,288,67,17.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/uca-dan-carsi-merkez-de-kiralik-31-daire-19396977,,,,Var,,,,,,,,,,,,
19396767,21 Mayıs 2026,Konut,Kiralık,Daire,185 m²,220 m²,4+1,0 (Yeni),5.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,70.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/gazze-cd-gumushan-sitesi-kiralik-41-daire-19396767,Boş,Yok,,,,,,,,,,,,,,
19395545,21 Mayıs 2026,Konut,Kiralık,Daire,155 m²,175 m²,4+1,21 Ve Üzeri,2.Kat,6,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/senoldan-karatayda-kiralik-41-bakimli-arakat-site-ici-daire-19395545,Boş,Yok,,,,,,,,,,,,,,
19394720,21 Mayıs 2026,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,Çatı Katı,3,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Genel Fiyat,,,10.000TL,Konya - Çumra ,https://www.emlakjet.com/ilan/konsey-den-cumra-merkez-de-kiralik-21-19394720,Boş,Yok,,,,,,,,,,,,,,
19394418,21 Mayıs 2026,Konut,Kiralık,Daire,63 m²,78 m²,2+0,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,30.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/azizhan-dan-istanbul-yoluna-cephe-kiralik-20-esyali-daire-19394418,Eşyalı,Yok,,,,,,,,,,,,,,
19394182,21 Mayıs 2026,Konut,Kiralık,Daire,90 m²,102 m²,3+1,2,Yüksek Giriş,4,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ardicli-emlak-tan-19394182,Boş,Yok,,,,,,,,,,,,,,
19393672,29 Mayıs 2026,Konut,Kiralık,Müstakil Ev,130 m²,140 m²,4+1,16-20,,1,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,Genel Fiyat,18736,15,22.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/konya-meram-yaka-askan-da-sahibinden-kiralik-19393672,,,,,,,,,,,,,,,,
19393567,20 Mayıs 2026,Konut,Kiralık,Daire,20 m²,40 m²,Stüdyo,0 (Yeni),Düz Giriş (Zemin),4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sehir-hastanesi-yakini-21-kiralik-daire-19393567,,Yok,,,,,,,,,,,,,,
19393481,21 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,2+0,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sehir-hastanesi-yakini-21-kiralik-daire-19393481,,Yok,,,,,,,,,,,,,,
19393429,20 Mayıs 2026,Konut,Kiralık,Daire,147 m²,167 m²,3+1,3,3.Kat,8,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,34.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/aksinne-evlerinde-kiralik-167-m-genis-31-arakat-19393429,,Yok,,,,,2000 TL,,,,,,,,,
19392785,20 Mayıs 2026,Konut,Kiralık,Daire,140 m²,160 m²,3+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,779,4,16.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/nasreddin-emlaktan-stadyum-civari-kiralik-asansorlu-daire-19392785,,,,,,,,,,,,,,,,
19392551,20 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,Birim Fiyat,12222,1,23.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/salih-emlaktan-selahatinieyyubi-de-kelebeklerlere-yakin-kiralik-31-daire-19392551,,,,,,,,,,,,,,,,
19392337,20 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.500TL,Konya - Karatay ,https://www.emlakjet.com/ilan/entepe-avm-yakininda-genis-bakimli-31-kiralik-daire-19392337,Boş,Yok,,,,,,,,,,,,,,
19391390,21 Mayıs 2026,Konut,Kiralık,Daire,77 m²,100 m²,2+1,0 (Yeni),Bahçe Katı,5,Merkezi (Pay Ölçer),Boş,Yabancıdan,Hayır,1,Genel Fiyat,,,26.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-21-daire-meram-yenisehir-19391390,,,,,,,,,,,,,,,,
19391361,21 Mayıs 2026,Konut,Kiralık,Daire,115 m²,120 m²,3+1,16-20,9.Kat,9,Merkezi Doğalgaz,Boş,Yabancıdan,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-selcuklu-bosna-19391361,,,,,,,,,,,,,,,,
19391348,21 Mayıs 2026,Konut,Kiralık,Daire,70 m²,90 m²,3+1,5-10,Düz Giriş (Zemin),4,Kat Kaloriferi,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/meram-koycegiz-de-kiralik-31-dubleks-daire-19391348,,Yok,22000 TL,,,,,,,,,,,,,
19390964,26 Mayıs 2026,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1423,10,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-carsi-merkezde-ozpark-otel-civarinda-esyali-kiralik-31-daire-19390964,,,,,,,,,,,,,,,,
19390791,20 Mayıs 2026,Konut,Kiralık,Daire,85 m²,100 m²,2+1,4,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,17578,19,17.500TL,Konya - Karatay ,https://www.emlakjet.com/ilan/karaaslanda-kiralik-21-2-kat-daire-85-m2-19390791,,,,Var,,,,,,,,,,A Sınıfı,,
19390676,20 Mayıs 2026,Konut,Kiralık,Daire,130 m²,145 m²,3+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,2,Genel Fiyat,,,18.000TL,Konya - Ilgın ,https://www.emlakjet.com/ilan/camiatik-mahallesinde-kiralik-daire-19390676,Boş,Yok,,,,,,,,,,,,,,
19390671,20 Mayıs 2026,Konut,Kiralık,Daire,130 m²,163 m²,3+1,11-15,Düz Giriş (Zemin),8,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,30.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazirda-kiralik-genis-31-daire-19390671,Boş,Yok,,,,,,,,,,,,,,
19389270,20 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,11-15,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,Genel Fiyat,,,17.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mah-veysel-karani-cd-yakini-esyali-kiralik-daire-19389270,Eşyalı,Yok,,,,,,,,,,,,,,
19387912,19 Mayıs 2026,Konut,Kiralık,Daire,65 m²,70 m²,1+1,0 (Yeni),5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1693,5,21.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/tuncez-gm-yeni-hastahane-yolu-kiralik-sifir-11-esyali-daire-19387912,,,,Var,,,,,,,,,,,,
19387873,20 Mayıs 2026,Konut,Kiralık,Daire,182 m²,215 m²,4+1,5-10,1.Kat,13,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,44.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/talha-tozduman-dan-sefikcan-adakale-cad-41-daire-19387873,,Yok,,,,,1500 TL,,,,,,,,,
19387683,20 Mayıs 2026,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/ituncay-dan-esyali-21-kiralik-daire-19387683,Eşyalı,Yok,,,,,,,,,,,,,,
